Fecha,Nemónico,ISIN,Emisor,Moneda,P. Limpio (%),TIR %,Origen(*),Spreads,P. Limpio (monto),P. Sucio (monto),I.C. (monto),F. Vencimiento,F. Emisión,Cupón,Margen_Libor (%),TIR % S/Opc,Rating,Ult. Cupón,Prox. Cupón,Duración
22/02/2016,CRED4BC10B,PEP12000M287,CREDITO,PEN,86.007,8.321,,1.37,860.075,880.852,20.778,9/10/2022,9/10/2012,5.5,0,8.321,AAA,9/10/2015,9/4/2016,5.503
22/02/2016,CRED4BC10C,PEP12000M295,CREDITO,PEN,84.647,8.365,,1.284,846.475,859.166,12.691,28/11/2022,28/11/2012,5.313,0,8.365,AAA,28/11/2015,28/05/2016,5.667
22/02/2016,CREDI1BA6A,PEP12000K059,CREDITO,PEN,104.439,6.851,,1.18,5221.939,5223.15,1.211,21/08/2018,21/08/2008,8.719,0,6.851,AAA,21/02/2016,21/05/2016,2.307
22/02/2016,CREDI1BS1A,PEP12000D039,CREDITO,PEN,89.24,8.515,,1.55,8923.954,9077.697,153.743,25/05/2027,25/05/2007,6.219,0,8.515,AA+,25/11/2015,25/05/2016,5.197
22/02/2016,CREDI2BC3A,PEP12000M188,CREDITO,PEN,100.713,7.203,,1.625,10071.282,10220.657,149.375,12/6/2018,12/6/2008,7.469,0,5.954,AAA,12/12/2015,12/3/2016,2.141
22/02/2016,CREDI2BC3B,PEP12000M196,CREDITO,PEN,100.292,8.502,,2.889,10029.187,10130.714,101.528,10/7/2018,10/7/2008,8.5,0,7.221,AAA,10/1/2016,10/4/2016,2.194
22/02/2016,CREDI4BC9A,PEP12000M261,CREDITO,PEN,100.029,6.101,,1.345,1000.29,1019.637,19.347,2/11/2016,2/11/2011,6.219,0,6.101,AAA,2/11/2015,2/5/2016,0.69
22/02/2016,,XS0324362267,CREDITO,PEN,100.639,6.726,,1.498,1006.391,1032.283,25.892,15/10/2022,15/10/2007,7.17,0,6.726,A-,15/10/2015,15/04/2016,1.567
22/02/2016,,XS0324362937,CREDITO,PEN,100.639,6.726,,1.498,1006.391,1032.283,25.892,15/10/2022,15/10/2007,7.17,0,6.726,A-,15/10/2015,15/04/2016,1.567
22/02/2016,,XS0370312596,CRPAOTRUST,PEN,75.255,8.851,,2.397,94357.431,94357.431,0,15/11/2022,11/6/2008,0,0,8.851,A-,15/11/2015,15/05/2016,3.176
22/02/2016,CINEP1BC1A,PEP72840M010,Cineplex,PEN,97.464,8.98,,2.928,974.636,979.156,4.521,30/04/2021,30/04/2014,7.75,0,8.98,AA-,1/2/2016,2/5/2016,2.491
22/02/2016,COMPF1CD2A,PEP16820Q012,Compartamos Fin,PEN,95.185,7.584,,2.614,951.853,951.853,0,22/10/2016,28/10/2015,0,0,7.584,,28/10/2015,22/10/2016,0.675
22/02/2016,FCONF1CD3A,PEP16940Q034,Confianza,PEN,98.943,6.7,,2.211,4947.14,4947.14,0,21/04/2016,27/04/2015,0,0,6.7,,27/04/2015,21/04/2016,0.164
22/02/2016,FCONF1CD4A,PEP16940Q042,Confianza,PEN,95.069,7.491,,2.507,4753.467,4753.467,0,31/10/2016,6/11/2015,0,0,7.491,,6/11/2015,31/10/2016,0.7
22/02/2016,FCONF1CD4B,PEP16940Q059,Confianza,PEN,94.291,7.653,,2.622,4714.538,4714.538,0,5/12/2016,11/12/2015,0,0,7.653,,11/12/2015,5/12/2016,0.797
22/02/2016,COSAP1BC1A,PEP73140M014,Cosapi,PEN,101.051,9.298,,2.388,1010.508,1052.065,41.557,17/09/2025,17/09/2015,9.469,0,9.298,AA-,17/09/2015,17/03/2016,4.684
22/02/2016,CRE2TIP1U,PEP80050F259,Credicorp Capit,PEN,94.472,9.201,,2.198,85.551,86.2,0.649,20/01/2027,20/01/2012,7.813,0,9.201,AA,20/01/2016,20/04/2016,4.737
22/02/2016,,CVL80050F026,Credicorp Capit,PEN,92.392,9.984,,2.615,92.392,93.142,0.75,20/01/2032,20/01/2012,8.438,0,9.984,AA,20/01/2016,20/04/2016,6.619
22/02/2016,EDEGE3BC1A,PEP70051M198,EDEGEL S.A.,PEN,91.187,8.156,,1.18,4559.344,4614.578,55.234,21/06/2022,21/06/2007,6.313,0,8.156,AAA,21/12/2015,21/06/2016,5.273
22/02/2016,EDEGE3BC3A,PEP70051M206,EDEGEL S.A.,PEN,95.262,7.949,,1.86,4763.088,4806.708,43.62,3/7/2019,3/7/2007,6.281,0,7.949,AAA,3/1/2016,3/7/2016,3.091
22/02/2016,EDEL2BC3B,PEP70101M233,EDELNOR S.A.,PEN,100.308,6.488,,1.795,5015.376,5190.832,175.456,31/08/2016,31/08/2006,7.219,0,6.488,AAA,31/08/2015,28/02/2016,0.513
22/02/2016,EDEL3BC7A,PEP70101M357,EDELNOR S.A.,PEN,100.357,5.8,,1.168,5017.835,5088.095,70.26,13/06/2016,13/06/2008,7.125,0,5.8,AAA,13/12/2015,13/06/2016,0.311
22/02/2016,EDEL4BC11A,PEP70101M506,EDELNOR S.A.,PEN,75.896,8.908,,1.155,3794.79,3882.36,87.569,10/5/2032,10/5/2012,6.063,0,8.908,AAA,10/11/2015,10/5/2016,9.585
22/02/2016,EDEL4BC12A,PEP70101M530,EDELNOR S.A.,PEN,67.559,8.919,,1.12,3377.97,3397.9,19.931,25/01/2033,25/01/2013,5.125,0,8.919,AAA,25/01/2016,25/07/2016,10.29
22/02/2016,EDEL4BC13A,PEP70101M514,EDELNOR S.A.,PEN,84.387,8.81,,1.784,4219.371,4360.751,141.38,23/08/2022,23/08/2012,5.563,0,8.81,AAA,23/08/2015,23/02/2016,5.344
22/02/2016,EDEL4BC15A,PEP70101M522,EDELNOR S.A.,PEN,77.05,8.567,,1.104,3852.521,3926.826,74.306,7/11/2025,7/11/2012,5,0,8.567,AAA,7/11/2015,7/5/2016,7.459
22/02/2016,EDEL4BC1A,PEP70101M449,EDELNOR S.A.,PEN,100.756,6.325,,1.362,5037.8,5165.317,127.517,15/04/2017,15/04/2010,7.063,0,6.325,AAA,15/10/2015,15/04/2016,1.11
22/02/2016,EDEL4BC1B,PEP70101M472,EDELNOR S.A.,PEN,100.102,6.411,,1.154,5005.111,5106.222,101.111,2/11/2017,2/11/2010,6.5,0,6.411,AAA,2/11/2015,2/5/2016,1.626
22/02/2016,EDEL4BC4A,PEP70101M480,EDELNOR S.A.,PEN,99.13,7.385,,1.509,4956.521,4994.607,38.086,14/01/2019,14/01/2011,7.031,0,7.385,AAA,14/01/2016,14/07/2016,2.688
22/02/2016,EDEL4BC5A,PEP70101M464,EDELNOR S.A.,PEN,98.932,7.757,,1.27,4946.583,4963.111,16.528,6/8/2020,6/8/2010,7.438,0,7.757,AAA,6/2/2016,6/8/2016,3.913
22/02/2016,EDEL4BC9A,PEP70101M498,EDELNOR S.A.,PEN,90.758,8.262,,1.321,4537.898,4653.054,115.156,13/04/2022,13/04/2012,6.281,0,8.262,AAA,13/10/2015,13/04/2016,5.081
22/02/2016,EDEL5BC10A,PEP70101M597,EDELNOR S.A.,PEN,88.188,8.597,,1.451,4409.41,4472.847,63.438,12/6/2023,12/6/2014,6.344,0,8.597,AAA,12/12/2015,12/6/2016,5.858
22/02/2016,EDEL5BC11A,PEP70101M605,EDELNOR S.A.,PEN,94.809,7.673,,1.604,4740.45,4798.887,58.438,12/6/2019,12/6/2014,5.844,0,7.673,AAA,12/12/2015,12/6/2016,3.052
22/02/2016,EDEL5BC12A,PEP70101M621,EDELNOR S.A.,PEN,97.607,6.416,,1.223,4880.334,4985.273,104.939,18/09/2017,18/09/2014,4.813,0,6.416,AAA,18/09/2015,18/03/2016,1.523
22/02/2016,EDEL5BC17A,PEP70101M639,EDELNOR S.A.,PEN,96.017,7.502,,1.395,4800.852,4832.327,31.476,16/07/2019,16/07/2015,6.125,0,7.502,AAA,16/01/2016,16/07/2016,3.136
22/02/2016,EDEL5BC1A,PEP70101M548,EDELNOR S.A.,PEN,93.993,8.408,,1.898,4699.657,4871.219,171.563,23/08/2020,23/08/2013,6.75,0,8.408,AAA,23/08/2015,23/02/2016,3.855
22/02/2016,EDEL5BC1B,PEP70101M563,EDELNOR S.A.,PEN,93.765,8.137,,1.548,4688.263,4773.124,84.861,20/11/2020,20/11/2013,6.5,0,8.137,AAA,20/11/2015,20/05/2016,4.125
22/02/2016,EDEL5BC2A,PEP70101M613,EDELNOR S.A.,PEN,88.309,8.31,,0.994,4415.448,4553.777,138.329,18/09/2024,18/09/2014,6.344,0,8.31,AAA,18/09/2015,18/03/2016,6.501
22/02/2016,EDEL5BC5A,PEP70101M555,EDELNOR S.A.,PEN,86.241,8.73,,0.891,4312.028,4497.093,185.065,23/08/2038,23/08/2013,7.281,0,8.73,AAA,23/08/2015,23/02/2016,10.307
22/02/2016,EDEL5BC8A,PEP70101M571,EDELNOR S.A.,PEN,87.237,8.72,,0.88,4361.84,4458.124,96.285,20/11/2038,20/11/2013,7.375,0,8.72,AAA,20/11/2015,20/05/2016,10.53
22/02/2016,EDEL5BC9A,PEP70101M589,EDELNOR S.A.,PEN,94.85,8.05,,1.355,4742.518,4868.725,126.207,11/4/2021,11/4/2014,6.781,0,8.05,AAA,11/10/2015,11/4/2016,4.35
22/02/2016,EDILC1BC1A,PEP16995M011,EDP INV LA CRUZ,PEN,99.71,10.302,,4.795,9971.028,10119.622,148.595,14/12/2018,30/12/2015,9.906,0,10.302,A+,30/12/2015,27/06/2016,1.908
22/02/2016,EDILC1CP1C,PEP16995V038,EDP INV LA CRUZ,PEN,98.053,7.488,,2.856,9805.343,9805.343,0,30/05/2016,3/6/2015,0,0,7.488,,3/6/2015,30/05/2016,0.272
22/02/2016,EDYFI1BS1X,PEP16980D012,EDYFICAR,PEN,96.063,9.112,,2.315,960.633,990.312,29.68,14/10/2021,14/10/2011,8.156,0,9.096,A+,14/10/2015,14/04/2016,4.542
22/02/2016,EDYFI1BS2X,PEP16980D020,EDYFICAR,PEN,97.896,8.634,,1.8,978.96,995.887,16.927,9/12/2021,9/12/2011,8.125,0,8.6,A+,9/12/2015,9/6/2016,4.716
22/02/2016,EDYFI1BS4A,PEP16980D038,EDYFICAR,PEN,89.669,8.234,,1.164,896.685,909.06,12.375,12/12/2022,12/12/2012,6.188,0,8.234,A+,12/12/2015,12/6/2016,5.587
22/02/2016,EDYFI1BS5X,PEP16980D053,EDYFICAR,PEN,90.293,9.525,,2.27,902.932,910.466,7.535,18/07/2024,18/07/2014,7.75,0,9.524,AA-,18/01/2016,18/07/2016,6.245
22/02/2016,EDYFI1BS5Y,PEP16980D046,EDYFICAR,PEN,87.53,10.071,,2.824,875.305,884.346,9.042,11/7/2024,11/7/2014,7.75,0,10.071,AA-,11/1/2016,11/7/2016,6.184
22/02/2016,EDYFI3BC1A,PEP16980M054,EDYFICAR,PEN,97.756,8.394,,3.614,977.563,990.766,13.203,24/11/2016,24/05/2013,5.281,0,8.394,AA-,24/11/2015,24/05/2016,0.753
22/02/2016,EDYFI3BC3A,PEP16980M062,EDYFICAR,PEN,97.746,7.146,,2.152,977.46,992.928,15.469,6/5/2017,6/11/2014,5.156,0,7.146,AA,6/11/2015,6/5/2016,1.181
22/02/2016,ELVIA1PC1A,PEP73490V014,ELECTROVÍA S.A.,PEN,99.815,8.717,,4.461,998.145,998.145,0,1/3/2016,3/9/2015,0,0,8.717,,3/9/2015,1/3/2016,0.022
22/02/2016,ELVIA1PC1B,PEP73490V022,ELECTROVÍA S.A.,PEN,98.703,8.439,,3.954,987.032,987.032,0,20/04/2016,23/10/2015,0,0,8.439,,23/10/2015,20/04/2016,0.161
22/02/2016,ELVIA1PC1C,PEP73490V030,ELECTROVÍA S.A.,PEN,96.197,8.999,,4.185,961.965,961.965,0,2/8/2016,4/2/2016,0,0,8.999,,4/2/2016,2/8/2016,0.45
22/02/2016,ENER1BC1U,PEP70210M018,ENERSUR,PEN,100.583,6.439,,1.141,5029.148,5108.627,79.479,30/11/2017,30/11/2007,6.813,0,6.439,AAA,30/11/2015,30/05/2016,1.699
22/02/2016,ENER1BC2U,PEP70210M026,ENERSUR,PEN,100.155,7.114,,1.538,5007.752,5082.622,74.87,9/6/2018,9/6/2008,7.188,0,7.114,AAA,9/12/2015,9/6/2016,2.158
22/02/2016,ENER1BC7A,PEP70210M075,ENERSUR,PEN,98.148,8.093,,1.509,4907.411,4992.84,85.43,3/12/2020,3/12/2010,7.594,0,8.093,AAA,3/12/2015,3/6/2016,4.082
22/02/2016,BFIN1BC1A,PEP13000M088,FINANCIERO,PEN,88.271,8.71,,1.265,882.71,909.543,26.833,5/4/2026,5/4/2013,6.9,0,8.71,AA-,5/10/2015,5/4/2016,7.143
22/02/2016,BFIN1BC6A,PEP13000M096,FINANCIERO,PEN,98.196,7.405,,2.309,981.956,988.122,6.167,16/07/2017,16/07/2014,6,0,7.405,AA,16/01/2016,16/07/2016,1.372
22/02/2016,BFIN3BC3A,PEP13000M104,FINANCIERO,PEN,98.111,6.922,,1.804,981.112,984.626,3.514,30/07/2017,30/01/2015,5.5,0,6.922,AA,30/01/2016,30/07/2016,1.415
22/02/2016,BFINA1BS1A,PEP13000D012,FINANCIERO,PEN,81.364,11.474,,3.97,813.641,820.961,7.319,22/07/2028,22/07/2013,8.5,0,11.474,A+,22/01/2016,22/07/2016,7.423
22/02/2016,FALAB1BC1A,PEP74100M017,Falabella,PEN,90.929,9.395,,1.773,909.289,915.784,6.495,24/07/2035,24/07/2015,8.063,0,9.395,AA+,24/01/2016,24/04/2016,8.328
22/02/2016,EFECT1BC1A,PEP16830M010,Financiera Efec,PEN,101.019,9.411,,4.32,10101.896,10456.67,354.774,23/10/2017,23/10/2013,10.469,0,9.411,A+,23/10/2015,23/04/2016,1.008
22/02/2016,TFC1CD1B,PEP16850Q035,Financiera TFC,PEN,96.634,8.276,,3.479,9663.45,9663.45,0,26/07/2016,30/10/2015,0,0,8.276,,30/10/2015,26/07/2016,0.431
22/02/2016,TFC1CD1C,PEP16850Q043,Financiera TFC,PEN,94.174,9.22,,4.247,9417.431,9417.431,0,24/10/2016,28/01/2016,0,0,9.22,,28/01/2016,24/10/2016,0.681
22/02/2016,FINUN1CD4A,PEP16870Q058,Financiera Uno,PEN,100,0,,2.001,1000,1000,0,22/02/2016,27/02/2015,0,0,0,,22/02/2016,,0
22/02/2016,FINUN1CD4B,PEP16870Q066,Financiera Uno,PEN,99.208,6.281,,1.843,992.079,992.079,0,9/4/2016,15/04/2015,0,0,6.281,,15/04/2015,9/4/2016,0.131
22/02/2016,FINUN2CD1A,PEP16870Q074,Financiera Uno,PEN,99.36,7.821,,2.977,993.601,1027.325,33.724,15/08/2016,21/08/2015,6.563,0,7.821,,21/08/2015,15/08/2016,0.486
22/02/2016,FINUN3CD1A,PEP16870Q082,Financiera Uno,PEN,99.584,7.775,,2.738,995.844,1009.597,13.753,10/12/2016,16/12/2015,7.281,0,7.775,,16/12/2015,10/12/2016,0.811
22/02/2016,GLOR1BC2A,PEP36100M121,GLORIA,PEN,91.013,8.527,,1.957,9101.268,9353.482,252.214,26/09/2021,26/09/2014,6.094,0,8.527,AAA,26/09/2015,26/03/2016,4.005
22/02/2016,GLOR1BC3A,PEP36100M139,GLORIA,PEN,95.817,7.067,,1.017,9581.671,9607.939,26.267,5/2/2020,5/2/2015,5.563,0,7.067,AAA,5/2/2016,5/8/2016,2.996
22/02/2016,GLOR1BC4A,PEP36100M147,GLORIA,PEN,83.096,9.121,,1.365,8309.641,8343.287,33.646,5/2/2035,5/2/2015,7.125,0,9.121,AAA,5/2/2016,5/8/2016,9.71
22/02/2016,GLOR1BC5A,PEP36100M154,GLORIA,PEN,98.322,7.27,,1.2,9832.177,9941.266,109.089,25/06/2020,25/06/2015,6.656,0,7.27,AAA,25/12/2015,25/06/2016,2.912
22/02/2016,GLOR2BC10A,PEP36100M113,GLORIA,PEN,100.173,5.914,,1.211,1001.734,1028.349,26.615,29/09/2016,29/09/2009,6.563,0,5.914,AA,29/09/2015,29/03/2016,0.348
22/02/2016,GLOR2BC7A,PEP36100M071,GLORIA,PEN,99.872,5.874,,1.012,749.041,764.586,15.544,18/04/2017,18/04/2007,5.875,0,5.874,AA,18/10/2015,18/04/2016,0.644
22/02/2016,GLOR2BC8A,PEP36100M089,GLORIA,PEN,100.606,6.033,,0.996,1006.062,1028.477,22.416,26/10/2017,26/10/2007,6.781,0,6.033,AA,26/10/2015,26/04/2016,0.9
22/02/2016,LTP01JUN16,PEP01000T350,GOB.CENTRAL,PEN,98.752,4.673,,0,98.752,98.752,0,1/6/2016,9/6/2015,0,0,4.673,,9/6/2015,1/6/2016,0.278
22/02/2016,LTP02MAR16,PEP01000T319,GOB.CENTRAL,PEN,99.888,5.191,,0,99.888,99.888,0,2/3/2016,10/3/2015,0,0,5.191,,10/3/2015,2/3/2016,0.025
22/02/2016,LTP02NOV16,PEP01000T400,GOB.CENTRAL,PEN,96.686,4.913,,0,96.686,96.686,0,2/11/2016,10/11/2015,0,0,4.913,,10/11/2015,2/11/2016,0.705
22/02/2016,LTP04MAY16,PEP01000T343,GOB.CENTRAL,PEN,99.117,4.6,Mercado,0,99.117,99.117,0,4/5/2016,12/5/2015,0,0,4.6,,12/5/2015,4/5/2016,0.2
22/02/2016,LTP05OCT16,PEP01000T392,GOB.CENTRAL,PEN,97.142,4.748,,0,97.142,97.142,0,5/10/2016,13/10/2015,0,0,4.748,,13/10/2015,5/10/2016,0.628
22/02/2016,LTP06ABR16,PEP01000T335,GOB.CENTRAL,PEN,99.451,4.713,,0,99.451,99.451,0,6/4/2016,14/04/2015,0,0,4.713,,14/04/2015,6/4/2016,0.122
22/02/2016,LTP07DIC16,PEP01000T418,GOB.CENTRAL,PEN,96.308,4.815,,0,96.308,96.308,0,7/12/2016,15/12/2015,0,0,4.815,,15/12/2015,7/12/2016,0.803
22/02/2016,LTP13JUL16,PEP01000T368,GOB.CENTRAL,PEN,98.222,4.686,,0,98.222,98.222,0,13/07/2016,21/07/2015,0,0,4.686,,21/07/2015,13/07/2016,0.394
22/02/2016,LTP14SEP16,PEP01000T384,GOB.CENTRAL,PEN,97.688,4.214,,-0.513,97.688,97.688,0,14/09/2016,22/09/2015,0,0,4.214,,22/09/2015,14/09/2016,0.569
22/02/2016,LTP16MAR16,PEP01000T327,GOB.CENTRAL,PEN,99.713,4.814,,0,99.713,99.713,0,16/03/2016,24/03/2015,0,0,4.814,,24/03/2015,16/03/2016,0.064
22/02/2016,LTP17AGO16,PEP01000T376,GOB.CENTRAL,PEN,97.775,4.71,,0,97.775,97.775,0,17/08/2016,25/08/2015,0,0,4.71,,25/08/2015,17/08/2016,0.492
22/02/2016,LTP18ENE17,PEP01000T426,GOB.CENTRAL,PEN,95.688,4.926,,0,95.688,95.688,0,18/01/2017,26/01/2016,0,0,4.926,,26/01/2016,18/01/2017,0.919
22/02/2016,SB04ENE26A,PEP01000C4O1,GOB.CENTRAL,PEN,87.187,6.892,,0.007,670.669,674.564,3.895,4/1/2026,4/1/2013,3.72,0,6.892,,4/1/2016,4/7/2016,4.372
22/02/2016,SB12AGO17,PEP01000CY09,GOB.CENTRAL,PEN,104.81,5.155,Mercado,0,1048.099,1050.698,2.599,12/8/2017,8/7/2005,8.6,0,5.155,,12/2/2016,12/8/2016,1.431
22/02/2016,SB12AGO20,PEP01000CY33,GOB.CENTRAL,PEN,105.59,6.39,Mercado,0,1055.899,1058.268,2.369,12/8/2020,18/07/2005,7.84,0,6.39,,12/2/2016,12/8/2016,3.924
22/02/2016,SB12AGO24,PEP01000C4W4,GOB.CENTRAL,PEN,91.112,7.135,Mercado,0,911.115,912.838,1.723,12/8/2024,7/11/2014,5.7,0,7.135,,12/2/2016,12/8/2016,6.828
22/02/2016,SB12AGO26,PEP01000C0J9,GOB.CENTRAL,PEN,105.23,7.498,Mercado,0,1052.304,1054.782,2.478,12/8/2026,3/5/2006,8.2,0,7.498,,12/2/2016,12/8/2016,7.402
22/02/2016,SB12AGO31,PEP01000C4G7,GOB.CENTRAL,PEN,92.391,7.84,Mercado,0,923.907,926.03,2.124,12/8/2031,24/04/2008,6.95,0,7.84,,12/2/2016,12/8/2016,9.582
22/02/2016,SB12AGO37,PEP01000C2Z1,GOB.CENTRAL,PEN,89.797,7.93,Mercado,0,897.97,900.055,2.085,12/8/2037,26/07/2007,6.9,0,7.93,,12/2/2016,12/8/2016,11.092
22/02/2016,SB12FEB29,PEP01000C4Q6,GOB.CENTRAL,PEN,86.605,7.675,,-0.033,866.053,867.887,1.833,12/2/2029,9/7/2013,6,0,7.675,,12/2/2016,12/8/2016,8.985
22/02/2016,SB12FEB42,PEP01000C4L7,GOB.CENTRAL,PEN,87.624,8.025,Mercado,0,876.238,878.308,2.07,12/2/2042,27/01/2010,6.85,0,8.025,,12/2/2016,12/8/2016,11.771
22/02/2016,SB12FEB55,PEP01000C4S2,GOB.CENTRAL,PEN,85.018,8.005,Mercado,0,850.177,852.206,2.029,12/2/2055,8/7/2014,6.714,0,8.005,,12/2/2016,12/8/2016,12.818
22/02/2016,SB12SEP23,PEP01000C4N3,GOB.CENTRAL,PEN,89.473,7.03,Mercado,0,894.732,918.42,23.689,12/9/2023,21/06/2012,5.2,0,7.03,,12/9/2015,12/3/2016,6.189
22/02/2016,SB30MAY34,PEP01000C4R4,GOB.CENTRAL,PEN,84.135,3.626,,-4.399,841.348,847.064,5.717,30/05/2034,30/05/2014,2.45,0,3.626,,30/11/2015,31/05/2016,14.57
22/02/2016,AH2OL1BC1U,PEP73675M019,H2Olmos,PEN,94.587,8.361,,2.718,853.062,856.854,3.792,25/10/2018,25/10/2012,5.406,0,8.361,AA+,25/01/2016,25/04/2016,2.013
22/02/2016,ICCIN1BC1A,PEP73720M013,ICCGSA,PEN,96.244,8.514,,2.762,793.503,798.467,4.964,19/01/2020,19/01/2015,6.375,0,8.514,AA,19/01/2016,19/04/2016,1.949
22/02/2016,ICCIN1BC2A,PEP73720M021,ICCGSA,PEN,88.453,10.696,,3.711,884.526,892.081,7.556,19/01/2025,19/01/2015,8,0,10.696,AA,19/01/2016,19/04/2016,5.095
22/02/2016,BIF1BA2A,PEP12100K024,INTERAMERICANO,PEN,99.629,6.594,,1.803,99628.534,100511.867,883.333,31/01/2017,31/01/2014,6,0,6.594,AA,31/12/2015,31/03/2016,0.683
22/02/2016,BIF1BA2B,PEP12100K032,INTERAMERICANO,PEN,98.314,6.972,,1.968,98314.051,99109.051,795,18/07/2017,18/07/2014,5.4,0,6.972,AA+,31/12/2015,31/03/2016,1.156
22/02/2016,BIF1BA2C,PEP12100K040,INTERAMERICANO,PEN,98.544,6.626,,1.601,98544.359,99324.637,780.278,28/08/2017,28/08/2014,5.3,0,6.626,AA+,31/12/2015,31/03/2016,1.183
22/02/2016,BIF3CD1D,PEP12100Q054,INTERAMERICANO,PEN,99.827,5.889,,1.443,99827.374,103887.651,4060.278,11/4/2016,17/04/2015,4.7,0,5.889,,17/04/2015,11/4/2016,0.136
22/02/2016,INTER1BS5A,PEP14800D121,INTERBANK,PEN,99.049,8.889,,2.803,990.495,998.995,8.5,17/07/2019,17/07/2009,8.5,0,8.889,AA-,17/01/2016,17/07/2016,3.04
22/02/2016,INTER1BS8A,PEP14800D147,INTERBANK,PEN,90.265,9.008,,2.041,902.646,913.965,11.319,25/06/2022,25/06/2012,6.906,0,9.008,AA,25/12/2015,25/06/2016,5.185
22/02/2016,INTER2BS2A,PEP14800D154,INTERBANK,PEN,81.052,9.822,,2.74,810.515,817.296,6.781,11/1/2023,11/1/2013,5.813,0,9.822,AA,11/1/2016,11/7/2016,5.644
22/02/2016,,PEP74175M019,Inmuebles Comer,PEN,101.094,8.246,,1.806,2857.116,2893.23,36.114,30/06/2020,1/7/2010,8.519,0,8.246,AA,30/12/2015,30/06/2016,3.742
22/02/2016,JPLAZ1BC2A,PEP71320M022,Jockey Plaza,PEN,98.519,9.543,,2.022,985.185,1000.954,15.769,22/12/2030,22/12/2015,9.156,0,9.543,AA+,22/12/2015,22/03/2016,7.477
22/02/2016,LUSU2BC10U,PEP70252M242,LUZ DEL SUR,PEN,95.964,8.319,,1.431,4798.192,4808.479,10.286,12/2/2022,12/2/2014,7.406,0,8.319,AAA,12/2/2016,12/8/2016,4.97
22/02/2016,LUSUR2BC1U,PEP70252M150,LUZ DEL SUR,PEN,97.429,7.749,,1.977,4871.449,4981.462,110.013,26/10/2018,26/10/2011,6.656,0,7.749,AAA,26/10/2015,26/04/2016,2.475
22/02/2016,LUSUR2BC2U,PEP70252M168,LUZ DEL SUR,PEN,94.305,8.409,,1.584,4715.232,4832.476,117.244,26/10/2021,26/10/2011,7.094,0,8.409,AAA,26/10/2015,26/04/2016,4.695
22/02/2016,LUSUR2BC3U,PEP70252M176,LUZ DEL SUR,PEN,99.707,6.271,,1.396,4985.351,4996.957,11.606,8/2/2017,8/2/2012,5.969,0,6.271,AAA,8/2/2016,8/8/2016,0.963
22/02/2016,LUSUR2BC4U,PEP70252M184,LUZ DEL SUR,PEN,97.844,7.18,,1.268,4892.213,4904.549,12.335,8/2/2019,8/2/2012,6.344,0,7.18,AAA,8/2/2016,8/8/2016,2.778
22/02/2016,LUSUR2BC5U,PEP70252M192,LUZ DEL SUR,PEN,94.581,7.302,,1.201,4729.026,4764.521,35.495,6/7/2019,6/7/2012,5.438,0,7.302,AAA,6/1/2016,6/7/2016,3.138
22/02/2016,LUSUR2BC6U,PEP70252M200,LUZ DEL SUR,PEN,80.915,9.186,,2.121,4045.76,4130.344,84.583,29/10/2022,29/10/2012,5.25,0,9.186,AAA,29/10/2015,29/04/2016,5.561
22/02/2016,LUSUR2BC7U,PEP70252M218,LUZ DEL SUR,PEN,86.369,8.274,,1.64,4318.465,4364.646,46.181,14/12/2020,14/12/2012,4.75,0,8.274,AAA,14/12/2015,14/06/2016,4.334
22/02/2016,LUSUR2BC8U,PEP70252M226,LUZ DEL SUR,PEN,99.452,6.133,,0.879,4972.602,5065.44,92.839,30/10/2017,30/10/2013,5.813,0,6.133,AAA,30/10/2015,30/04/2016,1.626
22/02/2016,LUSUR2BC9U,PEP70252M234,LUZ DEL SUR,PEN,95.672,8.002,,1.141,4783.622,4846.122,62.5,20/12/2021,20/12/2013,7.031,0,8.002,AAA,20/12/2015,20/06/2016,4.866
22/02/2016,LUSUR3BC1A,PEP70252M259,LUZ DEL SUR,PEN,87.912,8.82,,1.55,4395.6,4468.977,73.377,5/6/2024,5/6/2014,6.688,0,8.82,AAA,5/12/2015,5/6/2016,6.345
22/02/2016,LUSUR3BC2A,PEP70252M275,LUZ DEL SUR,PEN,102.223,8.467,,1.028,5111.149,5320.176,209.028,3/9/2026,3/9/2015,8.75,0,8.467,AAA,3/9/2015,3/3/2016,6.954
22/02/2016,LUSUR3BC3A,PEP70252M267,LUZ DEL SUR,PEN,84.481,8.915,,1.272,4224.047,4370.14,146.094,22/09/2029,22/09/2014,6.875,0,8.915,AAA,22/09/2015,22/03/2016,8.44
22/02/2016,,XS0799645493,Línea Amarilla,PEN,79.382,12.112,,4.632,793.822,806.215,12.393,30/06/2037,28/06/2012,8.58,0,12.112,AAA,30/12/2015,30/06/2016,7.093
22/02/2016,MIBAN3BC1A,PEP13300M090,MIBANCO,PEN,98.748,7.114,,2.217,4937.397,5001.971,64.575,28/05/2017,28/05/2012,5.406,0,7.114,AA,28/11/2015,28/05/2016,0.755
22/02/2016,MIBAN3BC1B,PEP13300M108,MIBANCO,PEN,98.762,6.793,,1.839,4938.118,4959.021,20.903,25/07/2017,25/07/2012,5.375,0,6.793,AA,25/01/2016,25/07/2016,0.916
22/02/2016,MIBAN3BC4A,PEP13300M116,MIBANCO,PEN,94.468,8.118,,2.784,9446.786,9530.458,83.672,21/12/2017,21/12/2012,4.781,0,8.118,AA,21/12/2015,21/06/2016,1.783
